"ID","GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","ID.1","IJC_SAMPLE_1","SJC_SAMPLE_1","IJC_SAMPLE_2","SJC_SAMPLE_2","IncFormLen","SkipFormLen","PValue","FDR","IncLevel1","IncLevel2","IncLevelDifference"
54365,"ENSG00000247828.10","TMEM161B-DT","chr5","+",88285743,88285851,88282041,88282106,88287435,88287622,54365,"35,17,22","5,13,14","13,28,25","0,1,3",257,149,3.57336200089e-05,0.00248957116594932,"0.802,0.431,0.477","1.0,0.942,0.829",-0.354
82722,"ENSG00000132570.15","PCBD2","chr5","+",134969938,134970092,134910334,134910466,134996272,134996512,82722,"7,2,20","0,4,4","21,9,19","0,0,0",303,149,3.57000755068e-05,0.00248957116594932,"1.0,0.197,0.711","1.0,1.0,1.0",-0.364
57998,"ENSG00000146373.17","RNF217","chr6","+",125045210,125045444,124962436,124963426,125057941,125058106,57998,"47,67,43","5,0,7","39,64,37","0,0,1",383,149,3.58212048281e-05,0.00249183429702268,"0.785,1.0,0.705","1.0,1.0,0.935",-0.148
44554,"ENSG00000211584.14","SLC48A1","chr12","+",47760215,47760401,47755701,47755912,47779027,47779111,44554,"30,29,38","0,6,3","32,25,10","0,0,0",335,149,3.59674739099e-05,0.00249760040194605,"1.0,0.683,0.849","1.0,1.0,1.0",-0.156
58606,"ENSG00000156831.8","NSMCE2","chr8","+",125130212,125130354,125091878,125091958,125151170,125151277,58606,"1,0,0","5,4,7","2,7,0","1,0,1",291,149,3.66034185312e-05,0.00253506013316039,"0.093,0.0,0.0","0.506,1.0,0.0",-0.471
50905,"ENSG00000004455.18","AK2","chr1","-",33011447,33011710,33008900,33010833,33012073,33012122,50905,"43,53,62","20,29,25","33,57,28","35,50,46",412,149,3.69113645584e-05,0.00255290256563016,"0.437,0.398,0.473","0.254,0.292,0.18",0.194
97368,"ENSG00000082269.17","FAM135A","chr6","+",70426569,70426709,70415290,70415376,70428303,70428419,97368,"5,9,5","2,0,5","4,9,4","0,0,0",289,149,3.70253474046e-05,0.00255480068059024,"0.563,1.0,0.34","1.0,1.0,1.0",-0.366
104392,"ENSG00000136378.15","ADAMTS7","chr15","-",78776187,78777588,78774623,78774793,78788230,78788374,104392,"44,73,87","0,0,0","56,80,77","0,9,1",1550,149,3.70211637882e-05,0.00255480068059024,"1.0,1.0,1.0","1.0,0.461,0.881",0.219
54425,"ENSG00000291084.1","ALOX12P2","chr17","+",6895342,6895503,6895095,6895199,6896315,6896459,54425,"21,29,14","0,0,0","7,8,7","0,2,5",310,149,3.72752513159e-05,0.0025661147003592,"1.0,1.0,1.0","1.0,0.658,0.402",0.313
3316,"ENSG00000185917.14","SETD4","chr21","-",36053582,36053620,36045581,36046011,36057108,36057204,3316,"21,40,37","3,12,0","23,30,18","0,0,1",187,149,3.73644459853e-05,0.00256746190961763,"0.848,0.726,1.0","1.0,1.0,0.935",-0.12
81744,"ENSG00000163625.17","WDFY3","chr4","-",84741760,84741921,84740186,84740416,84743699,84743799,81744,"62,97,51","0,0,0","50,52,49","3,5,2",310,149,3.74446129394e-05,0.00256997233777657,"1.0,1.0,1.0","0.889,0.833,0.922",0.119
36786,"ENSG00000178053.21","MLF1","chr3","+",158588851,158588924,158571172,158571391,158596861,158596945,36786,"6,8,10","11,30,30","10,11,11","7,4,8",222,149,3.76501648536e-05,0.00258034586342303,"0.268,0.152,0.183","0.489,0.649,0.48",-0.338
14361,"ENSG00000260456.7","C16orf95","chr16","-",87310296,87310333,87305718,87305905,87311149,87311296,14361,"7,3,2","3,4,0","6,8,3","0,0,0",186,149,3.77994774956e-05,0.00258832825266352,"0.651,0.375,1.0","1.0,1.0,1.0",-0.325
17909,"ENSG00000290689.1","ENSG00000290689","chr15","-",84205230,84205319,84204786,84204975,84229901,84230090,17909,"2,10,2","0,2,0","84,2,0","10,9,8",238,149,3.82351088523e-05,0.00260773130472256,"1.0,0.758,1.0","0.84,0.122,0.0",0.599
112364,"ENSG00000092199.19","HNRNPC","chr14","-",21263666,21263829,21263310,21263336,21268622,21268668,112364,"119,102,92","105,82,93","112,89,92","154,180,129",312,149,3.82163966614e-05,0.00260773130472256,"0.351,0.373,0.321","0.258,0.191,0.254",0.114
72946,"ENSG00000214922.9","HLA-F-AS1","chr6","-",29747147,29747425,29726600,29727139,29748899,29749049,72946,"8,20,45","5,0,4","9,8,10","0,0,0",427,149,3.87881024412e-05,0.0026399691657195,"0.358,1.0,0.797","1.0,1.0,1.0",-0.282
100603,"ENSG00000023191.17","RNH1","chr11","-",504823,504888,502061,502249,506608,506759,100603,"16,38,50","11,23,24","25,50,30","47,55,49",214,149,3.87734829524e-05,0.0026399691657195,"0.503,0.535,0.592","0.27,0.388,0.299",0.224
33909,"ENSG00000166548.17","TK2","chr16","-",66550252,66550327,66548977,66549009,66551411,66551718,33909,"0,0,2","3,1,0","4,2,2","0,0,1",224,149,3.90390791832e-05,0.00265192105182466,"0.0,0.0,1.0","1.0,1.0,0.571",-0.524
52950,"ENSG00000142765.18","SYTL1","chr1","+",27349651,27349765,27349397,27349498,27350388,27350485,52950,"49,41,49","10,0,0","48,57,45","14,20,11",263,149,3.90356885946e-05,0.00265192105182466,"0.735,1.0,1.0","0.66,0.618,0.699",0.253
57363,"ENSG00000182986.15","ZNF320","chr19","-",52893778,52893856,52893383,52893619,52897519,52897635,57363,"0,1,0","4,0,5","2,1,2","1,1,0",227,149,3.90646493836e-05,0.00265192105182466,"0.0,1.0,0.0","0.568,0.396,1.0",-0.321
96268,"ENSG00000167549.19","CORO6","chr17","-",29617241,29617340,29616937,29617042,29618789,29618971,96268,"9,0,2","0,4,0","0,0,1","1,4,2",248,149,3.9317435054e-05,0.00266567090393233,"1.0,0.0,1.0","0.0,0.0,0.231",0.59
23333,"ENSG00000174165.8","ZDHHC24","chr11","-",66526935,66527006,66521081,66521466,66543703,66543981,23333,"5,5,2","0,2,0","0,10,0","4,3,1",220,149,3.94586910935e-05,0.00267176695750361,"1.0,0.629,1.0","0.0,0.693,0.0",0.645
72133,"ENSG00000136828.19","RALGPS1","chr9","+",126977694,126977745,126965843,126965951,127034430,127034514,72133,"16,21,29","6,0,7","15,22,10","0,1,0",200,149,4.02325120147e-05,0.00271483341989604,"0.665,1.0,0.755","1.0,0.942,1.0",-0.174
105152,"ENSG00000144741.19","SLC25A26","chr3","+",66304452,66304537,66263331,66263379,66369477,66369542,105152,"3,5,7","0,4,0","4,3,2","4,29,4",234,149,4.02319870085e-05,0.00271483341989604,"1.0,0.443,1.0","0.389,0.062,0.241",0.584
49258,"ENSG00000145247.12","OCIAD2","chr4","-",48897803,48897835,48892832,48892889,48899828,48899925,49258,"1,1,1","1,0,0","0,1,0","3,5,2",181,149,4.03401512119e-05,0.00271976819312737,"0.452,1.0,1.0","0.0,0.141,0.0",0.77
107277,"ENSG00000257433.8","RPAP3-DT","chr12","+",47719604,47719699,47719146,47719272,47728886,47729204,107277,"10,22,10","0,0,0","29,14,8","2,8,0",244,149,4.05168645663e-05,0.00272934759042131,"1.0,1.0,1.0","0.899,0.517,1.0",0.195
65970,"ENSG00000167733.14","HSD11B1L","chr19","+",5684992,5685119,5684818,5684905,5686899,5686991,65970,"17,21,8","0,0,0","4,4,2","0,10,1",276,149,4.06593091107e-05,0.00273426915320804,"1.0,1.0,1.0","1.0,0.178,0.519",0.434
97369,"ENSG00000082269.17","FAM135A","chr6","+",70426569,70426764,70415290,70415376,70428303,70428344,97369,"7,11,3","2,0,5","4,23,5","0,0,0",344,149,4.07165357784e-05,0.00273578326289394,"0.603,1.0,0.206","1.0,1.0,1.0",-0.397
53960,"ENSG00000182923.20","CEP63","chr3","+",134558141,134558347,134551925,134552012,134559149,134559305,53960,"9,14,9","2,5,0","5,24,9","0,0,0",355,149,4.10355017273e-05,0.00275232960839274,"0.654,0.54,1.0","1.0,1.0,1.0",-0.269
26597,"ENSG00000125347.15","IRF1","chr5","-",132486250,132486348,132485666,132485716,132486556,132486686,26597,"52,56,44","0,0,1","34,42,35","0,8,3",247,149,4.13056510902e-05,0.00276358649462998,"1.0,1.0,0.964","1.0,0.76,0.876",0.109
70878,"ENSG00000291132.1","ENSG00000291132","chr1","-",32239294,32239425,32234951,32235113,32239868,32240089,70878,"8,9,13","5,2,6","3,2,5","0,0,1",280,149,4.29633749431e-05,0.00285993107782131,"0.46,0.705,0.536","1.0,1.0,0.727",-0.342
40903,"ENSG00000291176.1","ENSG00000291176","chr2","+",96019200,96019260,96015108,96015325,96019537,96019700,40903,"3,7,0","0,0,2","1,0,0","0,2,4",209,149,4.30961522877e-05,0.00286151915969257,"1.0,1.0,0.0","1.0,0.0,0.0",0.333
81421,"ENSG00000106443.17","PHF14","chr7","+",11061790,11061841,11051611,11051780,11061963,11062085,81421,"30,29,16","0,1,0","19,27,21","1,5,4",200,149,4.38299038474e-05,0.00289803177158795,"1.0,0.956,1.0","0.934,0.801,0.796",0.142
85824,"ENSG00000163702.21","IL17RC","chr3","+",9932819,9932858,9932607,9932703,9932952,9933080,85824,"44,48,69","12,5,20","40,55,44","24,29,43",188,149,4.45669293725e-05,0.00293936614099882,"0.744,0.884,0.732","0.569,0.6,0.448",0.248
110607,"ENSG00000084676.16","NCOA1","chr2","+",24697657,24697798,24693251,24693347,24705085,24705233,110607,"46,55,56","0,1,0","30,64,40","2,7,2",290,149,4.46414205431e-05,0.00294181735794685,"1.0,0.966,1.0","0.885,0.824,0.911",0.115
5318,"ENSG00000183647.11","ZNF530","chr19","+",57600727,57600779,57599884,57600134,57612502,57612722,5318,"3,3,2","1,0,0","8,14,4","7,2,7",201,149,4.47100958043e-05,0.0029438815378579,"0.69,1.0,1.0","0.459,0.838,0.298",0.365
64160,"ENSG00000115459.18","ELMOD3","chr2","+",85363096,85363166,85362185,85362260,85368685,85368754,64160,"14,18,33","1,4,4","47,36,49","0,0,1",219,149,4.47579494856e-05,0.00294457244466408,"0.905,0.754,0.849","1.0,1.0,0.971",-0.154
57528,"ENSG00000163053.11","SLC16A14","chr2","-",230049760,230049904,230045656,230046722,230059093,230059366,57528,"50,88,88","2,1,0","57,98,36","9,1,6",293,149,4.49216832777e-05,0.00295287945582312,"0.927,0.978,1.0","0.763,0.98,0.753",0.136
27462,"ENSG00000167508.12","MVD","chr16","-",88660747,88660841,88660519,88660637,88663010,88663148,27462,"100,97,153","26,29,44","133,109,91","18,16,5",243,149,4.52409485602e-05,0.00296891370588856,"0.702,0.672,0.681","0.819,0.807,0.918",-0.163
44026,"ENSG00000115290.11","GRB14","chr2","-",164494430,164494524,164492416,164493182,164497007,164497095,44026,"26,30,31","0,0,0","18,11,22","3,0,5",243,149,4.58681354262e-05,0.00300392740310677,"1.0,1.0,1.0","0.786,1.0,0.73",0.161
4401,"ENSG00000126001.17","CEP250","chr20","+",35458303,35458374,35455200,35455516,35459982,35460105,4401,"13,18,13","0,6,3","10,34,22","0,1,0",220,149,4.61786384932e-05,0.00302038953762785,"1.0,0.67,0.746","1.0,0.958,1.0",-0.181
18132,"ENSG00000169375.17","SIN3A","chr15","-",75436345,75436443,75430186,75430408,75455787,75455840,18132,"9,12,10","1,2,0","8,8,6","5,11,2",247,149,4.62584181128e-05,0.00302309885867358,"0.844,0.784,1.0","0.491,0.305,0.644",0.396
90378,"ENSG00000176623.12","RMDN1","chr8","-",86505299,86505379,86494828,86494966,86506994,86507112,90378,"0,0,0","1,1,3","0,3,5","2,1,0",229,149,4.63754078422e-05,0.00302823344580198,"0.0,0.0,0.0","0.0,0.661,1.0",-0.554
85572,"ENSG00000004866.22","ST7","chr7","+",117098612,117098815,117020217,117020629,117099761,117099844,85572,"0,5,4","5,0,0","0,0,0","2,6,1",352,149,4.64474195379e-05,0.0030304249758937,"0.0,1.0,1.0","0.0,0.0,0.0",0.667
71875,"ENSG00000184307.17","ZDHHC23","chr3","+",113959520,113959600,113958362,113958538,113960719,113962982,71875,"10,7,10","1,0,0","3,12,16","3,4,2",229,149,4.71519696061e-05,0.00306192588081615,"0.867,1.0,1.0","0.394,0.661,0.839",0.324
77360,"ENSG00000072195.15","SPEG","chr2","+",219444029,219444059,219443107,219443150,219444652,219444742,77360,"16,25,20","0,2,1","8,23,27","9,7,4",179,149,4.72104737415e-05,0.00306192588081615,"1.0,0.912,0.943","0.425,0.732,0.849",0.283
109046,"ENSG00000233184.9","DPH5-DT","chr1","+",101077362,101077508,101075394,101075716,101083460,101083574,109046,"9,5,4","0,7,4","2,7,9","0,0,1",295,149,4.71979349789e-05,0.00306192588081615,"1.0,0.265,0.336","1.0,1.0,0.82",-0.406
19101,"ENSG00000166262.16","FAM227B","chr15","-",49577628,49577664,49577171,49577305,49588015,49588083,19101,"4,3,3","0,7,6","4,2,2","1,0,0",185,149,4.74631089232e-05,0.00307126841525616,"1.0,0.257,0.287","0.763,1.0,1.0",-0.406
40033,"ENSG00000172765.19","TMCC1","chr3","-",129838897,129839060,129832773,129832826,129880308,129880562,40033,"3,2,0","18,29,15","5,10,1","4,12,5",312,149,4.80172711479e-05,0.00308937242899734,"0.074,0.032,0.0","0.374,0.285,0.087",-0.213
299,"ENSG00000013619.15","MAMLD1","chrX","+",150445453,150445612,150363316,150363530,150469744,150471490,299,"11,8,15","3,0,4","28,31,28","0,0,0",308,149,4.81349472035e-05,0.00309332568887053,"0.639,1.0,0.645","1.0,1.0,1.0",-0.239
23962,"ENSG00000204764.14","RANBP17","chr5","+",170983064,170983245,170968241,170968377,171028871,171028989,23962,"2,8,2","0,3,3","6,11,13","0,0,0",330,149,4.87027506835e-05,0.00311820251431361,"1.0,0.546,0.231","1.0,1.0,1.0",-0.408
39919,"ENSG00000186871.7","ERCC6L","chrX","-",72237830,72237948,72204656,72208698,72238843,72239027,39919,"5,14,9","38,37,8","1,0,3","40,8,19",267,149,4.89176374372e-05,0.00312688044980772,"0.068,0.174,0.386","0.014,0.0,0.081",0.178
11897,"ENSG00000030582.19","GRN","chr17","+",44346088,44346228,44345609,44345741,44349157,44349275,11897,"9,24,28","0,0,0","16,20,26","5,3,0",289,149,4.89847212947e-05,0.00312863112547956,"1.0,1.0,1.0","0.623,0.775,1.0",0.201
25947,"ENSG00000140525.20","FANCI","chr15","+",89245194,89245311,89243989,89244044,89245755,89245839,25947,"11,11,20","6,2,0","7,15,8","0,0,0",266,149,4.90609801271e-05,0.00313096449288857,"0.507,0.755,1.0","1.0,1.0,1.0",-0.246
49947,"ENSG00000058056.10","USP13","chr3","+",179681877,179682003,179653031,179653393,179706933,179707076,49947,"33,52,28","4,8,3","25,31,33","2,0,0",275,149,4.91849800129e-05,0.00313380291003776,"0.817,0.779,0.835","0.871,1.0,1.0",-0.147
92961,"ENSG00000188352.13","FOCAD","chr9","+",20957501,20957617,20952984,20953065,20978338,20978454,92961,"8,2,3","8,0,12","0,0,0","6,5,10",265,149,4.92664026689e-05,0.00313645519091224,"0.36,1.0,0.123","0.0,0.0,0.0",0.494
92602,"ENSG00000075415.15","SLC25A3","chr12","+",98595432,98595557,98593685,98594135,98597855,98598035,92602,"1,10,6","0,0,1","20,21,10","6,3,5",274,149,4.93475135082e-05,0.00313849318328012,"1.0,1.0,0.765","0.644,0.792,0.521",0.269
14569,"ENSG00000101004.16","NINL","chr20","-",25478922,25479206,25476042,25477089,25480160,25480267,14569,"65,53,72","0,0,0","62,64,31","5,4,0",433,149,4.99339578194e-05,0.00316616644049558,"1.0,1.0,1.0","0.81,0.846,1.0",0.115
42406,"ENSG00000151689.13","INPP1","chr2","+",190348887,190349031,190343588,190343961,190359645,190359698,42406,"12,6,2","1,0,0","4,3,9","6,3,0",293,149,5.12469406126e-05,0.00323122209950565,"0.859,1.0,1.0","0.253,0.337,1.0",0.423
32861,"ENSG00000110931.19","CAMKK2","chr12","-",121276322,121276467,121274055,121274585,121297538,121298308,32861,"1,1,1","1,4,0","11,6,8","0,0,1",294,149,5.20926875786e-05,0.00327668409537698,"0.336,0.112,1.0","1.0,1.0,0.802",-0.451
59309,"ENSG00000127586.17","CHTF18","chr16","+",791850,791948,791160,791370,792223,792347,59309,"83,78,105","3,6,0","145,128,114","13,16,17",247,149,5.27532548162e-05,0.00330504592872719,"0.943,0.887,1.0","0.871,0.828,0.802",0.11
33376,"ENSG00000173889.16","PHC3","chr3","-",170149085,170149244,170128683,170129552,170171372,170171450,33376,"48,53,44","0,0,0","31,28,17","2,0,7",308,149,5.30604563355e-05,0.00332089105544415,"1.0,1.0,1.0","0.882,1.0,0.54",0.193
70671,"ENSG00000112659.14","CUL9","chr6","+",43187245,43187439,43185954,43186455,43187712,43188118,70671,"36,72,50","2,0,8","58,60,33","0,0,0",343,149,5.32416283338e-05,0.00332507047316042,"0.887,1.0,0.731","1.0,1.0,1.0",-0.127
48942,"ENSG00000095794.21","CREM","chr10","+",35188199,35188388,35179133,35179276,35201450,35201486,48942,"21,23,30","0,0,0","24,30,43","1,12,0",338,149,5.4601410283e-05,0.00339118215244653,"1.0,1.0,1.0","0.914,0.524,1.0",0.187
85942,"ENSG00000185019.17","UBOX5","chr20","-",3115304,3115466,3107572,3110314,3121383,3122584,85942,"68,49,71","2,4,2","67,76,77","6,25,13",311,149,5.45793642429e-05,0.00339118215244653,"0.942,0.854,0.944","0.843,0.593,0.739",0.188
92817,"ENSG00000176261.16","ZBTB8OS","chr1","-",32633950,32634110,32621829,32621948,32650401,32650525,92817,"15,31,47","0,0,0","12,31,26","3,0,5",309,149,5.47405940908e-05,0.00339714954587906,"1.0,1.0,1.0","0.659,1.0,0.715",0.209
109410,"ENSG00000100490.10","CDKL1","chr14","-",50332261,50332432,50326264,50330181,50334564,50334621,109410,"14,6,1","1,0,0","3,5,2","2,2,1",320,149,5.552014608e-05,0.00343470982205275,"0.867,1.0,1.0","0.411,0.538,0.482",0.479
1671,"ENSG00000251322.12","SHANK3","chr22","+",50697563,50697715,50694774,50695048,50698689,50698803,1671,"26,49,18","1,10,0","36,57,34","0,0,1",301,149,5.58366484458e-05,0.00344617497827387,"0.928,0.708,1.0","1.0,1.0,0.944",-0.103
105154,"ENSG00000144741.19","SLC25A26","chr3","+",66346363,66346408,66263331,66263379,66369477,66369542,105154,"24,48,36","0,4,0","27,24,36","4,29,4",194,149,5.63881787927e-05,0.00347205805589582,"1.0,0.902,1.0","0.838,0.389,0.874",0.267
73541,"ENSG00000257621.9","PSMA3-AS1","chr14","-",58273978,58274010,58265364,58267393,58291634,58291707,73541,"9,5,5","7,2,1","10,19,7","0,0,2",181,149,5.67830551563e-05,0.00349364285100998,"0.514,0.673,0.805","1.0,1.0,0.742",-0.25
90776,"ENSG00000140650.13","PMM2","chr16","+",8806315,8806407,8801798,8801910,8812990,8813067,90776,"9,10,10","0,0,0","4,1,2","0,4,2",241,149,5.68730042076e-05,0.00349372239019641,"1.0,1.0,1.0","1.0,0.134,0.382",0.495
109029,"ENSG00000067798.16","NAV3","chr12","+",78121939,78122428,78119236,78119945,78128705,78128866,109029,"17,23,20","0,0,0","33,18,25","0,2,5",638,149,5.83440677224e-05,0.00357295081394014,"1.0,1.0,1.0","1.0,0.678,0.539",0.261
98349,"ENSG00000197467.17","COL13A1","chr10","+",69897474,69897531,69895549,69895576,69902747,69902855,98349,"33,23,48","51,59,93","15,7,11","68,48,45",206,149,5.86827310904e-05,0.00359090019479028,"0.319,0.22,0.272","0.138,0.095,0.15",0.143
29343,"ENSG00000168769.14","TET2","chr4","+",105190359,105190486,105146292,105146979,105233896,105237351,29343,"21,15,20","10,4,9","18,18,5","2,1,0",276,149,5.88869075949e-05,0.00359780745898608,"0.531,0.669,0.545","0.829,0.907,1.0",-0.33
84104,"ENSG00000249915.9","PDCD6","chr5","+",306601,306754,272710,272772,311292,311402,84104,"186,168,194","0,0,0","180,164,92","0,0,21",302,149,5.88779201474e-05,0.00359780745898608,"1.0,1.0,1.0","1.0,1.0,0.684",0.105
17957,"ENSG00000278202.1","GOLGA6L9-AS1","chr15","+",82432575,82432631,82431829,82431949,82432816,82432897,17957,"2,3,5","12,23,4","0,0,0","5,2,10",205,149,5.94891648843e-05,0.0036289771906781,"0.108,0.087,0.476","0.0,0.0,0.0",0.224
58025,"ENSG00000291079.1","ENSG00000291079","chr5","-",1632643,1632751,1601915,1602735,1632844,1632906,58025,"10,14,9","6,0,9","4,12,1","0,1,0",257,149,5.97968556745e-05,0.00364492589326042,"0.491,1.0,0.367","1.0,0.874,1.0",-0.339
43467,"ENSG00000116539.14","ASH1L","chr1","-",155562152,155562291,155521099,155521618,155562778,155562841,43467,"16,11,15","13,3,7","18,13,19","2,1,1",288,149,6.00592365204e-05,0.00365526863328406,"0.389,0.655,0.526","0.823,0.871,0.908",-0.344
102997,"ENSG00000149781.14","FERMT3","chr11","+",64221015,64221140,64220219,64220326,64223047,64223189,102997,"8,8,2","1,0,0","6,8,3","0,6,3",274,149,6.02022386493e-05,0.00366114154254983,"0.813,1.0,1.0","1.0,0.42,0.352",0.347
8048,"ENSG00000213339.9","QTRT1","chr19","+",10707465,10707615,10707301,10707380,10712160,10712628,8048,"66,66,87","1,0,5","95,121,54","13,7,12",299,149,6.05611509046e-05,0.00367460540644869,"0.97,1.0,0.897","0.785,0.896,0.692",0.165
2237,"ENSG00000133466.14","C1QTNF6","chr22","-",37195380,37195512,37190864,37190928,37197602,37197841,2237,"7,6,6","7,4,1","3,2,2","1,0,0",281,149,6.07948291104e-05,0.0036829703738172,"0.347,0.443,0.761","0.614,1.0,1.0",-0.354
112156,"ENSG00000130177.16","CDC16","chr13","+",114236644,114236699,114234886,114235132,114236801,114236896,112156,"39,86,41","3,0,3","24,37,42","9,28,1",204,149,6.11175982178e-05,0.00369968011024263,"0.905,1.0,0.909","0.661,0.491,0.968",0.231
51045,"ENSG00000153029.16","MR1","chr1","+",181052234,181052510,181050010,181050286,181053572,181053677,51045,"50,68,76","31,46,52","68,95,72","21,32,20",425,149,6.20988881651e-05,0.00374470074271795,"0.361,0.341,0.339","0.532,0.51,0.558",-0.186
12428,"ENSG00000276234.5","TADA2A","chr17","+",37444695,37444768,37440504,37440662,37458523,37458587,12428,"26,25,26","2,2,6","28,33,19","0,0,1",222,149,6.29269986254e-05,0.00378594763103886,"0.897,0.893,0.744","1.0,1.0,0.927",-0.131
63533,"ENSG00000126562.17","WNK4","chr17","+",42796480,42796578,42796122,42796322,42796685,42796936,63533,"4,21,1","1,0,0","9,3,5","7,0,2",247,149,6.31114096042e-05,0.00379414626083526,"0.707,1.0,1.0","0.437,1.0,0.601",0.223
40911,"ENSG00000291176.1","ENSG00000291176","chr2","+",96019200,96019274,96015108,96015325,96019480,96019700,40911,"2,8,0","1,0,1","1,1,0","1,2,4",223,149,6.3412656523e-05,0.00380644975160719,"0.572,1.0,0.0","0.401,0.25,0.0",0.307
9389,"ENSG00000171466.10","ZNF562","chr19","-",9656546,9656653,9652712,9653878,9660719,9660874,9389,"15,25,5","0,0,1","8,17,15","4,6,0",256,149,6.35584609243e-05,0.00381229840011317,"1.0,1.0,0.744","0.538,0.623,1.0",0.194
17661,"ENSG00000166965.13","RCCD1","chr15","+",90955799,90955883,90955381,90955452,90956611,90957503,17661,"4,12,4","9,12,7","17,8,7","7,0,0",233,149,6.38731331175e-05,0.00382535029381137,"0.221,0.39,0.268","0.608,1.0,1.0",-0.576
46763,"ENSG00000114859.16","CLCN2","chr3","-",184353541,184353795,184353249,184353422,184354100,184354314,46763,"26,47,62","0,0,0","67,46,24","2,7,0",403,149,6.43034791701e-05,0.00384818148263225,"1.0,1.0,1.0","0.925,0.708,1.0",0.122
75541,"ENSG00000115020.17","PIKFYVE","chr2","+",208288728,208288818,208277536,208277708,208298640,208298779,75541,"22,37,19","0,0,0","17,12,22","0,5,3",239,149,6.46856100022e-05,0.00386226996388136,"1.0,1.0,1.0","1.0,0.599,0.821",0.193
49697,"ENSG00000151422.14","FER","chr5","+",108768092,108768238,108747896,108748000,108798123,108798389,49697,"8,9,6","0,0,0","10,11,0","0,3,4",295,149,6.50679994736e-05,0.00387922418949454,"1.0,1.0,1.0","1.0,0.649,0.0",0.45
28109,"ENSG00000121067.19","SPOP","chr17","-",49636758,49636809,49622732,49622876,49646925,49647122,28109,"13,10,0","2,7,1","3,9,5","0,0,0",200,149,6.53279843487e-05,0.00388632061626543,"0.829,0.516,0.0","1.0,1.0,1.0",-0.552
51886,"ENSG00000158006.14","PAFAH2","chr1","-",25997447,25997621,25990726,25990863,25998024,25998055,51886,"3,7,2","29,28,45","13,27,7","22,52,34",323,149,6.52397246191e-05,0.00388632061626543,"0.046,0.103,0.02","0.214,0.193,0.087",-0.108
107275,"ENSG00000257433.8","RPAP3-DT","chr12","+",47719599,47719699,47719146,47719272,47728886,47729865,107275,"14,31,10","0,0,0","31,13,13","2,8,0",249,149,6.60373974146e-05,0.00392218347945117,"1.0,1.0,1.0","0.903,0.493,1.0",0.201
25480,"ENSG00000049883.15","PTCD2","chr5","+",72331257,72331375,72322171,72322264,72335793,72335885,25480,"1,7,2","0,1,0","2,4,6","6,4,0",267,149,6.6551229345e-05,0.00394675330385717,"1.0,0.796,1.0","0.157,0.358,1.0",0.427
50885,"ENSG00000150556.17","LYPD6B","chr2","+",149130882,149130953,149038698,149038801,149205252,149205404,50885,"17,4,17","0,0,0","19,13,2","0,7,2",220,149,6.73129330436e-05,0.0039859269855983,"1.0,1.0,1.0","1.0,0.557,0.404",0.346
102993,"ENSG00000149781.14","FERMT3","chr11","+",64220435,64221140,64220219,64220326,64223047,64223189,102993,"8,23,15","1,0,0","10,14,15","0,6,3",854,149,6.76517161426e-05,0.00400298048632058,"0.583,1.0,1.0","1.0,0.289,0.466",0.276
53398,"ENSG00000291202.1","ENSG00000291202","chr4","-",119442157,119442217,119440559,119441054,119444367,119444433,53398,"2,14,19","2,0,8","22,7,4","0,0,0",209,149,6.7732068654e-05,0.00400472842533009,"0.416,1.0,0.629","1.0,1.0,1.0",-0.318
54044,"ENSG00000273045.7","C2orf15","chr2","+",99147026,99147122,99142284,99142401,99147401,99147493,54044,"7,3,12","8,5,6","0,2,1","6,8,4",245,149,6.7784486346e-05,0.00400482330686656,"0.347,0.267,0.549","0.0,0.132,0.132",0.3
12427,"ENSG00000276234.5","TADA2A","chr17","+",37442563,37442652,37440504,37440662,37458523,37458587,12427,"22,32,26","2,2,6","26,39,17","0,0,1",238,149,6.85453936978e-05,0.00404069200021848,"0.873,0.909,0.731","1.0,1.0,0.914",-0.134
101946,"ENSG00000104714.14","ERICH1","chr8","-",625674,627238,614745,615284,668597,668792,101946,"3,1,4","0,11,0","9,10,1","0,0,0",1713,149,6.87592924923e-05,0.00405027177711556,"1.0,0.008,1.0","1.0,1.0,1.0",-0.331
30963,"ENSG00000127419.17","TMEM175","chr4","+",948115,948154,932479,932540,950420,950518,30963,"6,5,5","3,9,5","0,7,0","32,24,4",188,149,6.97167734302e-05,0.00409526594786444,"0.613,0.306,0.442","0.0,0.188,0.0",0.391
9910,"ENSG00000262001.4","DLGAP1-AS2","chr18","+",3594419,3594484,3594150,3594240,3606553,3606697,9910,"11,40,42","2,0,0","22,34,11","2,6,4",214,149,7.02216984213e-05,0.00411794878056158,"0.793,1.0,1.0","0.885,0.798,0.657",0.151
73201,"ENSG00000189190.11","ZNF600","chr19","-",52774574,52774701,52764183,52767772,52778825,52778907,73201,"28,31,11","1,3,4","34,42,17","0,0,0",276,149,7.0986697554e-05,0.00415045739444993,"0.938,0.848,0.598","1.0,1.0,1.0",-0.205
55320,"ENSG00000145868.17","FBXO38","chr5","+",148427212,148427722,148425521,148425701,148433423,148433524,55320,"328,298,290","22,11,19","248,315,220","4,5,6",659,149,7.1422164355e-05,0.00417282274547022,"0.771,0.86,0.775","0.933,0.934,0.892",-0.118
