"ID","GeneID","geneSymbol","chr","strand","longExonStart_0base","longExonEnd","shortES","shortEE","flankingES","flankingEE","ID.1","IJC_SAMPLE_1","SJC_SAMPLE_1","IJC_SAMPLE_2","SJC_SAMPLE_2","IncFormLen","SkipFormLen","PValue","FDR","IncLevel1","IncLevel2","IncLevelDifference"
872,"ENSG00000104870.13","FCGRT","chr19","+",49513881,49514486,49514210,49514486,49506815,49506924,872,"2,12,20","0,0,0","14,32,15","0,7,0",478,149,0.00121574008487,0.0268891363408669,"1.0,1.0,1.0","1.0,0.588,1.0",0.137
10286,"ENSG00000135049.16","AGTPBP1","chr9","-",85655142,85655320,85655142,85655200,85657434,85657643,10286,"48,55,36","1,6,10","38,51,53","4,0,0",269,149,0.00122782177678,0.0268891363408669,"0.964,0.835,0.666","0.84,1.0,1.0",-0.125
11316,"ENSG00000138757.15","G3BP2","chr4","-",75694797,75695073,75694797,75694929,75724055,75724176,11316,"2,2,2","0,0,0","1,0,5","1,1,2",293,149,0.00123074228291,0.0268891363408669,"1.0,1.0,1.0","0.337,0.0,0.56",0.701
13890,"ENSG00000107443.16","CCNJ","chr10","+",96057120,96057247,96057123,96057247,96056700,96057000,13890,"0,3,0","11,12,8","3,14,0","3,2,5",152,149,0.00122017231692,0.0268891363408669,"0.0,0.197,0.0","0.495,0.873,0.0",-0.39
2146,"ENSG00000293510.1","AFG3L1P","chr16","+",89994692,89996620,89994758,89996620,89993767,89993893,2146,"1,4,16","17,19,32","17,14,10","19,9,15",215,149,0.0012503616463,0.0272274454912678,"0.039,0.127,0.257","0.383,0.519,0.316",-0.265
5628,"ENSG00000120008.16","WDR11","chr10","+",120905875,120906855,120906775,120906855,120905318,120905416,5628,"130,96,90","3,1,0","65,91,74","9,1,5",1049,149,0.00126320042225,0.0273763435928955,"0.86,0.932,1.0","0.506,0.928,0.678",0.227
10799,"ENSG00000085552.18","IGSF9","chr1","-",159934189,159934332,159934189,159934284,159934424,159934570,10799,"4,14,4","2,4,0","14,22,9","0,0,0",197,149,0.00126033413964,0.0273763435928955,"0.602,0.726,1.0","1.0,1.0,1.0",-0.224
15808,"ENSG00000160949.18","TONSL","chr8","-",144432284,144433759,144432284,144432460,144433977,144434279,15808,"185,201,232","0,0,0","231,297,201","3,0,5",1448,149,0.00130116444781,0.0281322853597593,"1.0,1.0,1.0","0.888,1.0,0.805",0.102
14770,"ENSG00000150776.18","NKAPD1","chr11","+",112082464,112085150,112082467,112085150,112081981,112082035,14770,"103,127,72","10,20,15","44,66,45","20,15,17",152,149,0.00130835304957,0.0281542764723507,"0.91,0.862,0.825","0.683,0.812,0.722",0.127
230,"ENSG00000215301.11","DDX3X","chrX","+",41337690,41339083,41339038,41339083,41337407,41337465,230,"49,41,52","22,17,26","67,79,43","1,14,6",1497,149,0.00134407638472,0.0286526937714609,"0.181,0.194,0.166","0.87,0.36,0.416",-0.368
5495,"ENSG00000180376.17","CCDC66","chr3","+",56563651,56564125,56563683,56564125,56559568,56559594,5495,"0,0,0","25,23,23","11,0,0","11,9,23",181,149,0.00136210986693,0.0289020707578356,"0.0,0.0,0.0","0.452,0.0,0.0",-0.151
16039,"ENSG00000167604.16","NFKBID","chr19","-",35896912,35897103,35896912,35897058,35897650,35897856,16039,"0,0,0","5,2,5","4,3,0","0,7,2",194,149,0.00140818477564,0.0298103895427827,"0.0,0.0,0.0","1.0,0.248,0.0",-0.416
13423,"ENSG00000126883.19","NUP214","chr9","+",131147486,131147584,131147489,131147584,131146128,131146304,13423,"6,0,1","27,22,15","7,21,5","16,21,32",152,149,0.00141352093309,0.0298540856331323,"0.179,0.0,0.061","0.3,0.495,0.133",-0.229
5386,"ENSG00000049167.16","ERCC8","chr5","-",60887439,60891086,60887439,60887520,60898275,60898400,5386,"89,90,67","3,0,2","60,71,50","0,0,0",3715,149,0.00144495714296,0.0303773939455462,"0.543,1.0,0.573","1.0,1.0,1.0",-0.295
8618,"ENSG00000161203.14","AP2M1","chr3","+",184180561,184180650,184180644,184180650,184180168,184180251,8618,"2,15,24","2,87,53","21,14,9","128,0,0",232,149,0.00144956858292,0.0304034488411671,"0.391,0.1,0.225","0.095,1.0,1.0",-0.46
14642,"ENSG00000291223.1","FAM86DP","chr3","-",75426449,75426621,75426449,75426599,75430831,75430914,14642,"3,0,1","12,14,28","16,6,1","16,22,18",171,149,0.00145286099241,0.0304034488411671,"0.179,0.0,0.03","0.466,0.192,0.046",-0.165
5740,"ENSG00000170248.15","PDCD6IP","chr3","+",33828837,33828969,33828852,33828969,33827621,33827739,5740,"2,5,9","1,0,1","3,6,1","8,2,0",164,149,0.00147996388104,0.0307720113628282,"0.645,1.0,0.891","0.254,0.732,1.0",0.183
15800,"ENSG00000151923.18","TIAL1","chr10","-",119580470,119580846,119580470,119580538,119581921,119582009,15800,"17,16,36","7,23,18","21,26,19","5,5,0",457,149,0.00148059107719,0.0307720113628282,"0.442,0.185,0.395","0.578,0.629,1.0",-0.395
10057,"ENSG00000134668.13","SPOCD1","chr1","-",31790421,31791291,31790421,31791252,31792214,31792401,10057,"0,0,0","2,9,1","0,2,4","3,3,7",188,149,0.00150931702593,0.0312267767450914,"0.0,0.0,0.0","0.0,0.346,0.312",-0.219
15873,"ENSG00000198561.16","CTNND1","chr11","+",57791384,57791673,57791491,57791673,57781602,57781646,15873,"13,10,4","0,1,6","9,9,3","0,0,0",256,149,0.00151318175824,0.0312359057967913,"1.0,0.853,0.28","1.0,1.0,1.0",-0.289
5942,"ENSG00000215021.10","PHB2","chr12","-",6968410,6968595,6968410,6968587,6970195,6970280,5942,"108,106,50","0,0,61","115,165,109","0,0,0",157,149,0.00154245722372,0.0315546630251598,"1.0,1.0,0.438","1.0,1.0,1.0",-0.187
8635,"ENSG00000163006.12","CCDC138","chr2","+",108791554,108791802,108791679,108791802,108788851,108788966,8635,"0,0,1","2,4,4","2,5,0","1,0,3",274,149,0.00155761576752,0.0317934815723769,"0.0,0.0,0.12","0.521,1.0,0.0",-0.467
7690,"ENSG00000204685.9","STARD7-AS1","chr2","+",96239712,96240688,96240443,96240688,96237904,96238099,7690,"28,49,46","0,7,0","20,50,20","0,0,0",880,149,0.00163568054162,0.0330907965892259,"1.0,0.542,1.0","1.0,1.0,1.0",-0.153
11151,"ENSG00000226688.9","ENTPD1-AS1","chr10","-",95904829,95904938,95904829,95904935,95907777,95907903,11151,"7,7,9","0,6,3","13,10,34","0,0,3",152,149,0.00166787270851,0.0336674128151443,"1.0,0.534,0.746","1.0,1.0,0.917",-0.212
8814,"ENSG00000055609.21","KMT2C","chr7","-",152157760,152157925,152157760,152157854,152158862,152159072,8814,"25,43,13","4,12,1","10,20,19","1,2,0",220,149,0.0017394571124,0.0349577239945762,"0.809,0.708,0.898","0.871,0.871,1.0",-0.109
1805,"ENSG00000099840.14","IZUMO4","chr19","+",2098051,2098334,2098286,2098334,2097928,2097955,1805,"4,4,10","2,0,0","5,4,3","0,8,3",384,149,0.00175246160812,0.0351416696977734,"0.437,1.0,1.0","1.0,0.162,0.28",0.332
4375,"ENSG00000164073.11","MFSD8","chr4","-",127921523,127921963,127921523,127921771,127930682,127930817,4375,"13,31,16","0,9,1","17,27,9","2,0,0",341,149,0.00179055111062,0.0355151920289063,"1.0,0.601,0.875","0.788,1.0,1.0",-0.104
8640,"ENSG00000163006.12","CCDC138","chr2","+",108804888,108805008,108804891,108805008,108798427,108798586,8640,"25,24,10","5,5,5","17,28,36","1,2,2",152,149,0.00179006532472,0.0355151920289063,"0.831,0.825,0.662","0.943,0.932,0.946",-0.168
12895,"ENSG00000290823.1","ENSG00000290823","chr15","+",101972582,101972694,101972595,101972694,101961617,101961641,12895,"4,8,6","0,5,3","9,4,5","0,0,2",162,149,0.00178327866623,0.0355151920289063,"1.0,0.595,0.648","1.0,1.0,0.697",-0.151
4462,"ENSG00000197912.16","SPG7","chr16","+",89552851,89553135,89553023,89553135,89550493,89550609,4462,"20,27,28","0,0,0","23,13,18","0,0,8",321,149,0.00180228691646,0.0356704247847745,"1.0,1.0,1.0","1.0,1.0,0.511",0.163
6424,"ENSG00000163463.13","KRTCAP2","chr1","-",155169790,155172489,155169790,155169857,155173220,155173304,6424,"35,35,46","5,2,0","45,49,44","11,34,16",2781,149,0.00184890628396,0.0364350344165249,"0.273,0.484,1.0","0.18,0.072,0.128",0.459
8802,"ENSG00000151276.24","MAGI1","chr3","-",65470282,65470487,65470282,65470484,65478591,65478798,8802,"5,21,8","81,75,96","30,28,12","88,74,66",152,149,0.00185365891343,0.0364499653580503,"0.057,0.215,0.076","0.25,0.271,0.151",-0.108
2211,"ENSG00000154102.11","C16orf74","chr16","-",85710163,85710307,85710163,85710285,85735189,85735235,2211,"108,135,149","93,100,97","189,171,180","65,110,67",171,149,0.00194536897412,0.0380075942609655,"0.503,0.541,0.572","0.717,0.575,0.701",-0.126
2611,"ENSG00000167965.18","MLST8","chr16","+",2206478,2206659,2206483,2206659,2206357,2206409,2611,"7,18,5","0,1,1","20,6,12","0,7,3",154,149,0.00198244206608,0.0386491483139186,"1.0,0.946,0.829","1.0,0.453,0.795",0.176
4212,"ENSG00000090621.15","PABPC4","chr1","-",39563613,39563922,39563613,39563741,39564422,39564542,4212,"420,392,467","98,187,158","358,398,300","167,238,182",330,149,0.00198700757428,0.0386555588650975,"0.659,0.486,0.572","0.492,0.43,0.427",0.123
11592,"ENSG00000065883.18","CDK13","chr7","+",40092784,40093237,40092964,40093237,40088125,40088331,11592,"32,77,65","26,60,24","33,20,25","29,43,42",329,149,0.0019918631804,0.0386675737403609,"0.358,0.368,0.551","0.34,0.174,0.212",0.184
3911,"ENSG00000113327.17","GABRG2","chr5","+",162097637,162097858,162097699,162097858,162095494,162095562,3911,"2,10,7","0,8,0","8,3,7","0,0,0",211,149,0.0020023593671,0.0387888043851813,"1.0,0.469,1.0","1.0,1.0,1.0",-0.177
1136,"ENSG00000167491.18","GATAD2A","chr19","+",19465339,19465614,19465344,19465614,19457111,19457229,1136,"2,8,15","8,4,3","25,24,1","0,5,0",154,149,0.00203326853885,0.0391827433889214,"0.195,0.659,0.829","1.0,0.823,1.0",-0.38
8089,"ENSG00000197323.12","TRIM33","chr1","-",114397607,114397990,114397607,114397860,114399456,114399609,8089,"60,86,71","25,26,41","32,64,51","23,53,45",279,149,0.00203665631918,0.0391827433889214,"0.562,0.639,0.48","0.426,0.392,0.377",0.162
5167,"ENSG00000020256.20","ZFP64","chr20","-",52186831,52187071,52186831,52187065,52204195,52204308,5167,"3,3,11","1,0,0","5,7,5","4,0,2",155,149,0.00217158125708,0.0411923230552971,"0.743,1.0,1.0","0.546,1.0,0.706",0.164
8486,"ENSG00000181444.13","ZNF467","chr7","-",149764181,149766239,149764181,149764678,149769089,149769200,8486,"535,768,776","11,23,45","644,649,537","7,12,10",1710,149,0.00217937421547,0.0412543783027973,"0.809,0.744,0.6","0.889,0.825,0.824",-0.128
7334,"ENSG00000240137.8","ERICH6-AS1","chr3","+",150706926,150707171,150707094,150707171,150703998,150704062,7334,"10,7,12","2,4,0","25,24,22","1,1,0",317,149,0.00220204754845,0.0415972708738257,"0.702,0.451,1.0","0.922,0.919,1.0",-0.229
7262,"ENSG00000084090.14","STARD7","chr2","-",96193077,96193205,96193077,96193160,96193301,96193352,7262,"3,4,3","0,0,5","0,3,0","5,0,2",194,149,0.00221466389789,0.0416630791842234,"1.0,1.0,0.315","0.0,1.0,0.0",0.438
6470,"ENSG00000159377.11","PSMB4","chr1","+",151401238,151401630,151401541,151401630,151400441,151400588,6470,"36,16,18","0,0,0","29,30,24","7,0,0",452,149,0.00226745901756,0.042307353939095,"1.0,1.0,1.0","0.577,1.0,1.0",0.141
1648,"ENSG00000185339.10","TCN2","chr22","+",30612872,30613042,30612884,30613042,30610870,30611063,1648,"12,41,14","0,0,9","28,29,32","0,0,0",161,149,0.00230034829163,0.0428334241078207,"1.0,1.0,0.59","1.0,1.0,1.0",-0.137
9949,"ENSG00000115525.18","ST3GAL5","chr2","-",85847860,85848381,85847860,85848204,85851263,85851703,9949,"5,4,2","0,4,1","7,14,9","0,0,1",326,149,0.00230835377962,0.0428949488498022,"1.0,0.314,0.478","1.0,1.0,0.804",-0.337
6624,"ENSG00000003393.16","ALS2","chr2","-",201715671,201715839,201715671,201715836,201718076,201718210,6624,"78,77,69","21,24,21","72,78,57","5,12,12",152,149,0.00245067747096,0.0450115818175335,"0.785,0.759,0.763","0.934,0.864,0.823",-0.105
13631,"ENSG00000082269.17","FAM135A","chr6","+",70524342,70526698,70524930,70526698,70523966,70524121,13631,"42,14,18","14,14,18","30,63,37","10,12,9",737,149,0.0024392124676,0.0450115818175335,"0.378,0.168,0.168","0.378,0.515,0.454",-0.211
15463,"ENSG00000233184.9","DPH5-DT","chr1","+",101080886,101083574,101083460,101083574,101080388,101080613,15463,"26,34,18","2,0,2","36,35,19","0,0,0",2723,149,0.00244487873203,0.0450115818175335,"0.416,1.0,0.33","1.0,1.0,1.0",-0.418
8021,"ENSG00000215788.11","TNFRSF25","chr1","-",6462862,6463147,6462862,6463127,6464374,6464453,8021,"3,9,13","2,4,2","5,6,6","11,6,8",169,149,0.00247570264228,0.0451172082266172,"0.569,0.665,0.851","0.286,0.469,0.398",0.311
10771,"ENSG00000088179.9","PTPN4","chr2","+",119882096,119882149,119882131,119882149,119877463,119877542,10771,"10,3,16","0,0,0","14,13,8","1,2,3",184,149,0.0024773916398,0.0451172082266172,"1.0,1.0,1.0","0.919,0.84,0.683",0.186
895,"ENSG00000063176.16","SPHK2","chr19","+",48625949,48626362,48626067,48626362,48620401,48620553,895,"37,44,42","0,1,17","41,47,59","1,2,0",267,149,0.0025134890107,0.0454768453010888,"1.0,0.961,0.58","0.958,0.929,1.0",-0.115
5855,"ENSG00000158552.13","ZFAND2B","chr2","+",219206966,219207042,219206969,219207042,219206783,219206845,5855,"11,12,13","21,59,65","12,4,3","60,89,52",152,149,0.00251620582472,0.0454768453010888,"0.339,0.166,0.164","0.164,0.042,0.054",0.136
8813,"ENSG00000055609.21","KMT2C","chr7","-",152157760,152157922,152157760,152157854,152158862,152159072,8813,"15,33,13","4,12,1","17,13,7","1,2,0",217,149,0.00251707659766,0.0454768453010888,"0.72,0.654,0.899","0.921,0.817,1.0",-0.155
9355,"ENSG00000167733.14","HSD11B1L","chr19","+",5684988,5685119,5684992,5685119,5684818,5684905,9355,"15,13,18","2,4,1","16,19,8","1,0,0",153,149,0.0025380597035,0.0456750625931637,"0.88,0.76,0.946","0.94,1.0,1.0",-0.118
5070,"ENSG00000072682.20","P4HA2","chr5","-",132227085,132227258,132227085,132227221,132227538,132227794,5070,"34,28,18","21,23,29","27,24,40","13,10,7",186,149,0.00255067940974,0.0458118089261176,"0.565,0.494,0.332","0.625,0.658,0.821",-0.238
5717,"ENSG00000131503.21","ANKHD1","chr5","+",140438493,140438617,140438502,140438617,140436103,140436257,5717,"7,4,5","17,35,35","12,10,6","13,20,13",158,149,0.00260424863989,0.0464085245905398,"0.28,0.097,0.119","0.465,0.32,0.303",-0.197
5962,"ENSG00000079691.19","CARMIL1","chr6","+",25606060,25606273,25606078,25606273,25604811,25604893,5962,"94,114,68","35,38,43","73,91,70","21,19,11",167,149,0.00259935615511,0.0464085245905398,"0.706,0.728,0.585","0.756,0.81,0.85",-0.132
7295,"ENSG00000139178.12","C1RL","chr12","-",7099685,7099807,7099685,7099760,7099900,7100026,7295,"4,0,2","30,44,29","2,6,10","31,34,16",196,149,0.00262966620219,0.0467263903323198,"0.092,0.0,0.05","0.047,0.118,0.322",-0.115
5714,"ENSG00000232956.10","SNHG15","chr7","-",44983821,44984426,44983821,44984046,44986020,44986097,5714,"148,248,228","15,14,9","252,244,188","33,25,25",529,149,0.00268509133404,0.0474782428910484,"0.735,0.833,0.877","0.683,0.733,0.679",0.117
12256,"ENSG00000106617.16","PRKAG2","chr7","-",151595344,151595454,151595344,151595451,151632068,151632138,12256,"77,80,87","58,27,32","57,104,92","21,16,17",152,149,0.00273461777264,0.0481672829296667,"0.565,0.744,0.727","0.727,0.864,0.841",-0.132
3541,"ENSG00000186594.16","MIR22HG","chr17","-",1711503,1713055,1711503,1712399,1713702,1714014,3541,"18,13,3","0,2,0","4,5,25","0,2,5",805,149,0.00278008917116,0.0488738604964621,"1.0,0.546,1.0","1.0,0.316,0.481",0.25
5733,"ENSG00000161013.17","MGAT4B","chr5","-",179801553,179801719,179801553,179801692,179801783,179801969,5733,"1,0,2","2,4,15","12,0,3","0,11,2",176,149,0.00280767898158,0.0490416266442602,"0.297,0.0,0.101","1.0,0.0,0.559",-0.387
9735,"ENSG00000163701.19","IL17RE","chr3","+",9914401,9914599,9914474,9914599,9913955,9914024,9735,"1,2,1","0,9,5","15,4,3","4,0,1",222,149,0.00285610712789,0.0495420559598258,"1.0,0.13,0.118","0.716,1.0,0.668",-0.379
